Module	Module.Number	Relationship	First.Object.Name	First.Image.Number	First.Object.Number	Second.Object.Name	Second.Image.Number	Second.Object.Number
377	MeasureObjectNeighbors	9	Neighbors	cell	5	9	cell	5	6
378	MeasureObjectNeighbors	9	Neighbors	cell	5	9	cell	5	5
379	MeasureObjectNeighbors	9	Neighbors	cell	5	9	cell	5	3
380	MeasureObjectNeighbors	9	Neighbors	cell	5	9	cell	5	16
381	MeasureObjectNeighbors	9	Neighbors	cell	5	10	cell	5	9
382	MeasureObjectNeighbors	9	Neighbors	cell	5	10	cell	5	15
383	MeasureObjectNeighbors	9	Neighbors	cell	5	11	cell	5	19
384	MeasureObjectNeighbors	9	Neighbors	cell	5	11	cell	5	13
385	MeasureObjectNeighbors	9	Neighbors	cell	5	11	cell	5	2
386	MeasureObjectNeighbors	9	Neighbors	cell	5	11	cell	5	12
387	MeasureObjectNeighbors	9	Neighbors	cell	5	11	cell	5	17
388	MeasureObjectNeighbors	9	Neighbors	cell	5	12	cell	5	18
389	MeasureObjectNeighbors	9	Neighbors	cell	5	12	cell	5	1
390	MeasureObjectNeighbors	9	Neighbors	cell	5	12	cell	5	5
391	MeasureObjectNeighbors	9	Neighbors	cell	5	12	cell	5	8
392	MeasureObjectNeighbors	9	Neighbors	cell	5	13	cell	5	7
393	MeasureObjectNeighbors	9	Neighbors	cell	5	13	cell	5	18
394	MeasureObjectNeighbors	9	Neighbors	cell	5	13	cell	5	14
395	MeasureObjectNeighbors	9	Neighbors	cell	5	13	cell	5	12
396	MeasureObjectNeighbors	9	Neighbors	cell	5	14	cell	5	9
397	MeasureObjectNeighbors	9	Neighbors	cell	5	14	cell	5	13
398	MeasureObjectNeighbors	9	Neighbors	cell	5	14	cell	5	2
399	MeasureObjectNeighbors	9	Neighbors	cell	5	14	cell	5	4
400	MeasureObjectNeighbors	9	Neighbors	cell	5	14	cell	5	15
401	MeasureObjectNeighbors	9	Neighbors	cell	5	14	cell	5	18
402	MeasureObjectNeighbors	9	Neighbors	cell	5	15	cell	5	5
403	MeasureObjectNeighbors	9	Neighbors	cell	5	15	cell	5	3
404	MeasureObjectNeighbors	9	Neighbors	cell	5	15	cell	5	7
405	MeasureObjectNeighbors	9	Neighbors	cell	5	15	cell	5	1
406	MeasureObjectNeighbors	9	Neighbors	cell	5	16	cell	5	5
407	MeasureObjectNeighbors	9	Neighbors	cell	5	16	cell	5	3
408	MeasureObjectNeighbors	9	Neighbors	cell	5	16	cell	5	1
409	MeasureObjectNeighbors	9	Neighbors	cell	5	16	cell	5	18
410	MeasureObjectNeighbors	9	Neighbors	cell	5	17	cell	5	16
411	MeasureObjectNeighbors	9	Neighbors	cell	5	17	cell	5	14
412	MeasureObjectNeighbors	9	Neighbors	cell	5	17	cell	5	13
413	MeasureObjectNeighbors	9	Neighbors	cell	5	18	cell	5	5
414	MeasureObjectNeighbors	9	Neighbors	cell	5	18	cell	5	11
415	MeasureObjectNeighbors	9	Neighbors	cell	5	18	cell	5	1
416	MeasureObjectNeighbors	9	Neighbors	cell	5	19	cell	5	16
417	MeasureObjectNeighbors	9	Neighbors	cell	5	19	cell	5	7
418	MeasureObjectNeighbors	9	Neighbors	cell	5	19	cell	5	8
419	MeasureObjectNeighbors	9	Neighbors	cell	5	19	cell	5	13
420	MeasureObjectNeighbors	9	Neighbors	cell	5	19	cell	5	11
421	MeasureObjectNeighbors	9	Neighbors	cell	5	19	cell	5	15
